pH,moisture,humidity,temperature,crop
6.83,0.78,0.74,0.11,grapes
6.57,0.61,0.64,0.11,grapes
6.78,0.62,0.72,0.07,grapes
6.96,0.65,0.72,0.12,grapes
7.0,0.64,0.62,0.06,grapes
6.72,0.79,0.65,0.11,grapes
6.86,0.69,0.63,0.06,grapes
6.9,0.66,0.74,0.1,grapes
6.21,0.73,0.78,0.06,grapes
6.4,0.61,0.75,0.13,grapes
6.54,0.79,0.64,0.05,grapes
6.79,0.69,0.61,0.08,grapes
6.86,0.79,0.8,0.06,grapes
6.29,0.66,0.65,0.12,grapes
6.25,0.72,0.77,0.15,grapes
6.61,0.66,0.79,0.1,grapes
6.06,0.76,0.61,0.11,grapes
6.37,0.61,0.68,0.11,grapes
6.57,0.8,0.66,0.09,grapes
6.99,0.61,0.78,0.08,grapes
6.95,0.79,0.69,0.06,grapes
6.94,0.7,0.63,0.07,grapes
6.78,0.77,0.75,0.08,grapes
6.95,0.67,0.61,0.08,grapes
6.28,0.62,0.62,0.15,grapes
6.26,0.61,0.62,0.15,grapes
6.87,0.79,0.7,0.12,grapes
6.03,0.71,0.75,0.06,grapes
6.62,0.62,0.77,0.12,grapes
6.49,0.64,0.7,0.15,grapes
6.44,0.71,0.69,0.09,grapes
6.3,0.64,0.66,0.11,grapes
6.49,0.62,0.66,0.09,grapes
6.82,0.61,0.77,0.13,grapes
6.07,0.65,0.72,0.12,grapes
6.59,0.64,0.76,0.07,grapes
6.24,0.8,0.76,0.12,grapes
6.49,0.69,0.61,0.07,grapes
6.38,0.78,0.79,0.1,grapes
6.23,0.79,0.72,0.07,grapes
6.44,0.77,0.67,0.14,grapes
6.6,0.65,0.7,0.12,grapes
6.07,0.69,0.62,0.11,grapes
6.6,0.78,0.66,0.11,grapes
6.36,0.74,0.67,0.12,grapes
6.31,0.61,0.67,0.08,grapes
6.89,0.72,0.66,0.08,grapes
6.92,0.7,0.66,0.1,grapes
6.81,0.79,0.65,0.14,grapes
6.01,0.71,0.64,0.09,grapes
6.16,0.63,0.78,0.07,grapes
6.36,0.66,0.79,0.13,grapes
6.72,0.69,0.65,0.13,grapes
6.72,0.68,0.75,0.11,grapes
6.82,0.77,0.68,0.1,grapes
6.47,0.67,0.73,0.06,grapes
6.05,0.65,0.64,0.11,grapes
6.33,0.64,0.78,0.12,grapes
6.54,0.72,0.67,0.05,grapes
6.9,0.73,0.74,0.12,grapes
6.7,0.71,0.75,0.09,grapes
6.83,0.63,0.7,0.11,grapes
6.03,0.62,0.6,0.11,grapes
6.84,0.79,0.78,0.08,grapes
6.14,0.62,0.76,0.09,grapes
6.32,0.63,0.73,0.11,grapes
6.74,0.67,0.71,0.09,grapes
6.47,0.68,0.62,0.09,grapes
6.45,0.66,0.77,0.14,grapes
6.2,0.61,0.76,0.12,grapes
6.24,0.77,0.69,0.12,grapes
6.15,0.78,0.79,0.09,grapes
6.84,0.6,0.69,0.09,grapes
6.83,0.75,0.73,0.12,grapes
6.09,0.74,0.8,0.06,grapes
6.06,0.62,0.77,0.12,grapes
6.56,0.6,0.7,0.06,grapes
6.06,0.6,0.62,0.07,grapes
6.82,0.77,0.7,0.12,grapes
6.22,0.78,0.75,0.08,grapes
6.69,0.65,0.73,0.11,grapes
6.13,0.69,0.61,0.07,grapes
6.91,0.68,0.77,0.15,grapes
6.11,0.77,0.7,0.12,grapes
6.41,0.64,0.62,0.09,grapes
6.66,0.64,0.76,0.14,grapes
6.25,0.62,0.7,0.11,grapes
6.07,0.73,0.74,0.13,grapes
6.35,0.79,0.65,0.05,grapes
6.84,0.62,0.66,0.07,grapes
7.0,0.76,0.71,0.14,grapes
6.92,0.64,0.75,0.08,grapes
6.45,0.61,0.74,0.1,grapes
6.94,0.64,0.8,0.08,grapes
6.96,0.72,0.7,0.06,grapes
6.3,0.62,0.65,0.11,grapes
6.26,0.76,0.61,0.13,grapes
6.83,0.8,0.64,0.09,grapes
6.79,0.61,0.75,0.15,grapes
6.16,0.68,0.7,0.14,grapes
6.55,0.7,0.65,0.06,grapes
6.78,0.76,0.72,0.07,grapes
6.85,0.74,0.66,0.09,grapes
6.65,0.72,0.64,0.11,grapes
6.13,0.63,0.73,0.1,grapes
6.76,0.68,0.78,0.06,grapes
6.68,0.63,0.63,0.13,grapes
6.63,0.74,0.76,0.14,grapes
6.34,0.71,0.67,0.15,grapes
6.08,0.67,0.68,0.1,grapes
6.12,0.66,0.79,0.15,grapes
6.45,0.69,0.63,0.14,grapes
6.05,0.65,0.74,0.1,grapes
6.83,0.76,0.61,0.06,grapes
6.41,0.74,0.74,0.1,grapes
6.43,0.66,0.65,0.07,grapes
6.05,0.77,0.74,0.08,grapes
6.22,0.77,0.61,0.08,grapes
6.93,0.7,0.63,0.1,grapes
6.54,0.6,0.78,0.1,grapes
6.02,0.75,0.78,0.07,grapes
6.54,0.74,0.67,0.13,grapes
6.28,0.77,0.79,0.11,grapes
6.26,0.69,0.66,0.13,grapes
6.18,0.66,0.74,0.07,grapes
6.51,0.74,0.72,0.12,grapes
6.58,0.72,0.72,0.06,grapes
6.43,0.78,0.67,0.12,grapes
6.34,0.73,0.76,0.11,grapes
6.05,0.76,0.64,0.15,grapes
6.57,0.7,0.6,0.07,grapes
6.24,0.72,0.75,0.13,grapes
6.18,0.72,0.79,0.1,grapes
6.55,0.64,0.7,0.08,grapes
6.11,0.63,0.75,0.13,grapes
6.62,0.78,0.77,0.07,grapes
6.2,0.74,0.77,0.07,grapes
6.73,0.78,0.64,0.13,grapes
6.01,0.68,0.75,0.08,grapes
6.06,0.75,0.77,0.06,grapes
6.51,0.69,0.77,0.06,grapes
6.17,0.69,0.67,0.06,grapes
6.41,0.75,0.64,0.13,grapes
6.22,0.69,0.63,0.11,grapes
6.48,0.62,0.6,0.09,grapes
6.75,0.67,0.73,0.12,grapes
6.7,0.69,0.64,0.14,grapes
6.8,0.71,0.65,0.08,grapes
6.42,0.69,0.66,0.07,grapes
6.79,0.72,0.77,0.09,grapes
6.26,0.65,0.65,0.11,grapes
6.22,0.66,0.62,0.12,grapes
6.1,0.73,0.77,0.07,grapes
6.88,0.61,0.79,0.1,grapes
6.95,0.72,0.73,0.06,grapes
6.88,0.61,0.62,0.13,grapes
6.2,0.64,0.72,0.13,grapes
6.2,0.64,0.68,0.12,grapes
7.0,0.77,0.63,0.15,grapes
6.23,0.63,0.67,0.08,grapes
6.64,0.71,0.73,0.14,grapes
6.81,0.76,0.7,0.14,grapes
6.12,0.79,0.61,0.12,grapes
6.5,0.62,0.65,0.12,grapes
6.19,0.6,0.63,0.12,grapes
6.04,0.66,0.67,0.12,grapes
6.97,0.67,0.69,0.1,grapes
6.88,0.8,0.77,0.08,grapes
6.9,0.71,0.72,0.07,grapes
6.48,0.64,0.75,0.1,grapes
6.24,0.74,0.61,0.05,grapes
6.09,0.64,0.62,0.13,grapes
6.11,0.69,0.6,0.07,grapes
6.31,0.77,0.71,0.1,grapes
6.83,0.62,0.72,0.11,grapes
6.11,0.63,0.76,0.1,grapes
6.05,0.66,0.65,0.13,grapes
6.92,0.6,0.62,0.11,grapes
6.12,0.71,0.64,0.15,grapes
6.08,0.78,0.61,0.15,grapes
6.99,0.61,0.75,0.05,grapes
6.55,0.74,0.77,0.05,grapes
6.73,0.72,0.76,0.11,grapes
6.77,0.67,0.62,0.11,grapes
6.29,0.64,0.61,0.08,grapes
6.64,0.71,0.79,0.1,grapes
6.21,0.78,0.62,0.12,grapes
6.87,0.74,0.67,0.14,grapes
6.37,0.8,0.74,0.08,grapes
6.36,0.69,0.64,0.07,grapes
6.27,0.76,0.63,0.13,grapes
6.43,0.64,0.66,0.15,grapes
6.2,0.62,0.71,0.07,grapes
6.2,0.75,0.72,0.14,grapes
6.18,0.6,0.64,0.05,grapes
6.28,0.68,0.62,0.13,grapes
6.39,0.67,0.72,0.11,grapes
6.64,0.72,0.61,0.06,grapes
6.45,0.63,0.76,0.06,grapes
6.1,0.61,0.69,0.13,grapes
6.34,0.62,0.75,0.11,grapes
6.67,0.61,0.65,0.05,grapes
6.07,0.7,0.63,0.1,grapes
6.47,0.75,0.8,0.09,grapes
6.13,0.78,0.64,0.14,grapes
6.37,0.46,0.57,0.23,orange
7.29,0.6,0.58,0.19,orange
7.15,0.46,0.41,0.18,orange
6.2,0.46,0.44,0.3,orange
7.29,0.41,0.59,0.24,orange
7.38,0.52,0.42,0.27,orange
7.16,0.55,0.43,0.22,orange
6.81,0.46,0.54,0.28,orange
7.32,0.42,0.54,0.3,orange
7.35,0.47,0.4,0.23,orange
6.72,0.55,0.46,0.31,orange
7.41,0.43,0.59,0.17,orange
6.9,0.43,0.49,0.28,orange
6.54,0.43,0.54,0.22,orange
7.26,0.6,0.56,0.19,orange
6.43,0.47,0.54,0.15,orange
6.55,0.45,0.59,0.28,orange
6.21,0.5,0.41,0.12,orange
7.18,0.42,0.44,0.14,orange
6.13,0.43,0.53,0.18,orange
6.31,0.46,0.53,0.25,orange
6.89,0.55,0.53,0.26,orange
6.69,0.55,0.45,0.15,orange
6.55,0.42,0.44,0.18,orange
7.2,0.59,0.43,0.21,orange
6.19,0.56,0.42,0.37,orange
7.19,0.45,0.46,0.17,orange
7.44,0.52,0.54,0.25,orange
7.09,0.56,0.42,0.25,orange
7.37,0.52,0.41,0.19,orange
6.23,0.41,0.57,0.35,orange
6.93,0.42,0.44,0.34,orange
6.19,0.45,0.46,0.35,orange
6.7,0.53,0.45,0.22,orange
6.2,0.56,0.49,0.3,orange
6.77,0.47,0.54,0.34,orange
6.44,0.5,0.53,0.25,orange
6.95,0.59,0.48,0.23,orange
6.12,0.44,0.58,0.16,orange
6.87,0.46,0.53,0.14,orange
6.25,0.54,0.46,0.2,orange
6.2,0.53,0.57,0.31,orange
6.48,0.43,0.54,0.36,orange
7.06,0.41,0.51,0.34,orange
7.0,0.47,0.6,0.29,orange
6.71,0.46,0.52,0.17,orange
7.02,0.55,0.52,0.21,orange
7.05,0.4,0.5,0.24,orange
6.35,0.41,0.51,0.16,orange
6.52,0.55,0.42,0.31,orange
6.97,0.52,0.51,0.13,orange
7.21,0.42,0.5,0.17,orange
7.39,0.57,0.41,0.22,orange
6.21,0.44,0.57,0.27,orange
7.28,0.53,0.41,0.19,orange
6.55,0.43,0.42,0.21,orange
7.48,0.6,0.6,0.18,orange
6.57,0.49,0.55,0.29,orange
6.48,0.44,0.56,0.34,orange
7.09,0.46,0.48,0.15,orange
6.58,0.41,0.44,0.35,orange
7.47,0.56,0.42,0.27,orange
6.1,0.55,0.57,0.29,orange
7.49,0.51,0.59,0.16,orange
7.08,0.47,0.59,0.27,orange
6.06,0.58,0.45,0.13,orange
7.4,0.46,0.45,0.37,orange
7.1,0.56,0.45,0.28,orange
6.49,0.42,0.44,0.22,orange
6.97,0.43,0.4,0.18,orange
7.08,0.5,0.43,0.39,orange
7.09,0.51,0.59,0.18,orange
6.98,0.57,0.5,0.39,orange
7.21,0.51,0.56,0.37,orange
6.25,0.56,0.51,0.21,orange
7.23,0.47,0.56,0.34,orange
6.32,0.58,0.54,0.16,orange
6.18,0.46,0.44,0.38,orange
7.16,0.45,0.5,0.27,orange
7.0,0.48,0.47,0.36,orange
6.39,0.48,0.58,0.25,orange
6.34,0.53,0.52,0.12,orange
7.45,0.56,0.53,0.2,orange
7.47,0.47,0.56,0.19,orange
7.0,0.58,0.52,0.28,orange
7.43,0.57,0.58,0.36,orange
7.28,0.5,0.41,0.15,orange
7.15,0.47,0.53,0.29,orange
6.4,0.42,0.55,0.32,orange
7.19,0.59,0.5,0.23,orange
7.22,0.57,0.49,0.36,orange
6.8,0.42,0.46,0.32,orange
7.37,0.57,0.51,0.15,orange
7.23,0.52,0.44,0.18,orange
6.37,0.47,0.45,0.15,orange
6.03,0.57,0.59,0.16,orange
7.16,0.57,0.46,0.22,orange
6.15,0.52,0.44,0.36,orange
7.2,0.46,0.52,0.34,orange
6.21,0.42,0.52,0.16,orange
6.22,0.47,0.48,0.34,orange
7.13,0.41,0.51,0.39,orange
6.42,0.5,0.48,0.22,orange
6.26,0.45,0.42,0.38,orange
6.94,0.5,0.49,0.39,orange
6.92,0.56,0.5,0.2,orange
6.73,0.45,0.43,0.17,orange
6.78,0.42,0.47,0.36,orange
6.25,0.44,0.41,0.25,orange
6.48,0.5,0.56,0.37,orange
6.34,0.46,0.44,0.37,orange
6.33,0.41,0.45,0.23,orange
7.17,0.56,0.48,0.24,orange
6.24,0.45,0.47,0.38,orange
6.08,0.5,0.57,0.18,orange
6.88,0.46,0.47,0.29,orange
6.65,0.53,0.6,0.19,orange
7.39,0.53,0.5,0.15,orange
7.06,0.55,0.45,0.12,orange
6.78,0.43,0.49,0.35,orange
6.57,0.52,0.48,0.18,orange
7.45,0.54,0.54,0.14,orange
6.18,0.44,0.5,0.39,orange
6.03,0.59,0.48,0.31,orange
6.96,0.51,0.5,0.35,orange
6.34,0.52,0.59,0.23,orange
6.73,0.56,0.56,0.23,orange
6.11,0.4,0.56,0.14,orange
7.0,0.54,0.51,0.34,orange
7.38,0.48,0.55,0.37,orange
6.99,0.58,0.55,0.36,orange
7.38,0.59,0.49,0.37,orange
6.07,0.49,0.47,0.33,orange
6.05,0.51,0.41,0.19,orange
7.35,0.4,0.44,0.38,orange
7.49,0.56,0.49,0.25,orange
7.44,0.46,0.59,0.26,orange
6.47,0.49,0.47,0.4,orange
6.37,0.43,0.46,0.34,orange
6.35,0.59,0.44,0.23,orange
7.36,0.54,0.57,0.28,orange
7.24,0.41,0.52,0.26,orange
6.62,0.46,0.52,0.33,orange
6.27,0.4,0.51,0.15,orange
7.48,0.4,0.49,0.3,orange
7.04,0.4,0.48,0.24,orange
6.78,0.52,0.54,0.34,orange
6.51,0.52,0.43,0.23,orange
7.21,0.47,0.51,0.25,orange
7.47,0.41,0.49,0.23,orange
6.98,0.57,0.46,0.17,orange
6.42,0.58,0.51,0.39,orange
7.25,0.54,0.41,0.23,orange
6.08,0.57,0.47,0.33,orange
6.35,0.42,0.5,0.32,orange
6.2,0.46,0.45,0.4,orange
6.63,0.44,0.42,0.35,orange
6.52,0.45,0.58,0.16,orange
6.44,0.58,0.55,0.35,orange
6.61,0.52,0.44,0.18,orange
6.73,0.57,0.43,0.26,orange
6.64,0.51,0.58,0.4,orange
7.03,0.48,0.51,0.39,orange
7.23,0.47,0.57,0.31,orange
7.31,0.46,0.52,0.31,orange
6.61,0.57,0.54,0.22,orange
6.77,0.43,0.48,0.13,orange
6.74,0.43,0.48,0.17,orange
6.48,0.43,0.41,0.2,orange
6.89,0.56,0.59,0.16,orange
6.62,0.5,0.41,0.19,orange
6.67,0.55,0.54,0.34,orange
6.37,0.56,0.43,0.34,orange
6.2,0.48,0.42,0.14,orange
6.09,0.5,0.59,0.32,orange
6.47,0.57,0.46,0.13,orange
6.83,0.58,0.48,0.29,orange
7.03,0.58,0.49,0.36,orange
6.91,0.52,0.5,0.25,orange
7.22,0.51,0.58,0.2,orange
6.07,0.47,0.47,0.27,orange
6.69,0.55,0.55,0.31,orange
7.28,0.5,0.54,0.28,orange
6.86,0.46,0.56,0.4,orange
7.19,0.41,0.51,0.4,orange
6.78,0.56,0.46,0.13,orange
6.23,0.48,0.42,0.36,orange
6.25,0.52,0.47,0.14,orange
6.79,0.44,0.49,0.12,orange
7.38,0.49,0.42,0.22,orange
6.76,0.55,0.48,0.16,orange
6.79,0.49,0.52,0.32,orange
6.12,0.47,0.45,0.3,orange
7.0,0.56,0.54,0.31,orange
7.46,0.49,0.56,0.3,orange
6.82,0.57,0.48,0.32,orange
6.54,0.47,0.59,0.17,orange
6.23,0.43,0.58,0.38,orange
6.06,0.53,0.49,0.25,orange
6.93,0.44,0.46,0.36,orange
7.17,0.57,0.56,0.23,orange
6.98,0.55,0.5,0.25,orange
6.11,0.5,0.55,0.37,orange
7.49,0.56,0.53,0.21,orange
7.17,0.53,0.53,0.33,orange
7.25,0.43,0.6,0.25,orange
6.68,0.48,0.5,0.28,orange
6.3,0.54,0.6,0.34,orange
7.49,0.59,0.42,0.27,orange
7.19,0.51,0.52,0.12,orange
6.62,0.44,0.51,0.34,orange
7.39,0.48,0.41,0.33,orange
6.52,0.51,0.43,0.15,orange
6.75,0.5,0.55,0.3,orange
7.34,0.4,0.43,0.33,orange
6.57,0.41,0.6,0.39,orange
6.52,0.43,0.54,0.13,orange
6.39,0.52,0.44,0.33,orange
6.77,0.47,0.53,0.32,orange
6.47,0.52,0.45,0.22,orange
6.92,0.52,0.55,0.24,orange
7.35,0.51,0.48,0.4,orange
7.4,0.52,0.49,0.39,orange
7.48,0.47,0.44,0.24,orange
7.46,0.4,0.49,0.36,orange
6.71,0.42,0.49,0.34,orange
7.14,0.56,0.53,0.3,orange
6.14,0.49,0.42,0.24,orange
6.78,0.54,0.41,0.26,orange
6.68,0.45,0.44,0.34,orange
6.19,0.58,0.53,0.2,orange
7.34,0.48,0.4,0.13,orange
6.33,0.57,0.57,0.31,orange
6.86,0.52,0.47,0.19,orange
6.85,0.49,0.44,0.24,orange
7.16,0.53,0.51,0.35,orange
6.76,0.49,0.57,0.16,orange
6.47,0.47,0.59,0.24,orange
7.03,0.59,0.42,0.26,orange
6.31,0.47,0.47,0.17,orange
7.04,0.43,0.58,0.4,orange
7.03,0.48,0.57,0.15,orange
6.19,0.42,0.52,0.38,orange
6.56,0.4,0.52,0.26,orange
6.43,0.52,0.44,0.18,orange
6.76,0.47,0.54,0.13,orange
6.09,0.55,0.56,0.31,orange
7.44,0.55,0.4,0.34,orange
6.83,0.6,0.57,0.13,orange
6.06,0.54,0.51,0.22,orange
7.15,0.56,0.51,0.2,orange
6.65,0.43,0.55,0.25,orange
7.17,0.55,0.49,0.21,orange
6.38,0.52,0.48,0.37,orange
6.16,0.46,0.4,0.26,orange
6.23,0.52,0.51,0.15,orange
6.14,0.55,0.6,0.19,orange
6.98,0.51,0.52,0.22,orange
6.06,0.44,0.51,0.25,orange
6.11,0.57,0.6,0.27,orange
6.12,0.6,0.56,0.18,orange
6.78,0.58,0.45,0.17,orange
7.21,0.44,0.49,0.17,orange
7.47,0.48,0.5,0.15,orange
6.69,0.5,0.52,0.2,orange
6.31,0.55,0.54,0.2,orange
6.28,0.42,0.48,0.12,orange
6.77,0.54,0.5,0.22,orange
6.42,0.44,0.43,0.32,orange
6.67,0.54,0.54,0.29,orange
7.14,0.42,0.57,0.32,orange
6.01,0.43,0.6,0.13,orange
6.71,0.55,0.53,0.33,orange
6.05,0.58,0.5,0.14,orange
6.19,0.51,0.48,0.18,orange
6.77,0.56,0.51,0.36,orange
6.12,0.47,0.43,0.39,orange
6.12,0.42,0.45,0.27,orange
6.32,0.48,0.46,0.36,orange
6.32,0.59,0.42,0.3,orange
7.41,0.58,0.54,0.14,orange
7.03,0.55,0.55,0.15,orange
7.27,0.42,0.49,0.13,orange
6.28,0.4,0.46,0.18,orange
6.38,0.6,0.45,0.24,orange
6.97,0.58,0.53,0.38,orange
7.26,0.43,0.47,0.37,orange
6.3,0.44,0.46,0.18,orange
7.0,0.5,0.56,0.28,orange
7.2,0.51,0.41,0.26,orange
6.05,0.51,0.52,0.26,orange
7.49,0.55,0.45,0.12,orange
6.86,0.47,0.53,0.29,orange
6.94,0.4,0.54,0.14,orange
7.17,0.45,0.44,0.23,orange
6.58,0.41,0.47,0.33,orange
7.17,0.59,0.52,0.22,orange
7.07,0.4,0.41,0.38,orange
7.2,0.59,0.41,0.23,orange
6.6,0.48,0.43,0.25,orange
6.95,0.49,0.57,0.36,orange
6.07,0.43,0.48,0.12,orange
6.08,0.56,0.52,0.26,orange
6.32,0.41,0.53,0.3,orange
6.91,0.44,0.6,0.19,orange
6.68,0.6,0.59,0.24,orange
6.47,0.49,0.42,0.25,orange
6.31,0.55,0.59,0.26,orange
7.18,0.4,0.45,0.32,orange
7.17,0.44,0.58,0.37,orange
7.06,0.52,0.43,0.3,orange
6.54,0.44,0.55,0.18,orange
6.33,0.44,0.54,0.25,orange
7.3,0.49,0.6,0.36,orange
7.08,0.56,0.57,0.36,orange
6.57,0.43,0.52,0.22,orange
6.03,0.42,0.47,0.34,orange
7.4,0.55,0.44,0.25,orange
7.48,0.46,0.41,0.37,orange
6.5,0.6,0.46,0.18,orange
6.54,0.5,0.56,0.32,orange
7.47,0.56,0.6,0.26,orange
6.87,0.58,0.52,0.31,orange
6.63,0.55,0.48,0.12,orange
6.36,0.45,0.5,0.18,orange
6.55,0.48,0.45,0.36,orange
7.14,0.56,0.52,0.13,orange
6.55,0.45,0.41,0.14,orange
7.29,0.48,0.55,0.2,orange
7.3,0.6,0.56,0.13,orange
6.5,0.6,0.55,0.22,orange
7.42,0.46,0.4,0.37,orange
7.17,0.44,0.52,0.31,orange
6.21,0.41,0.43,0.12,orange
7.25,0.52,0.48,0.26,orange
6.61,0.4,0.45,0.3,orange
7.08,0.57,0.58,0.3,orange
6.7,0.52,0.47,0.18,orange
6.59,0.59,0.5,0.21,orange
7.24,0.48,0.4,0.31,orange
6.96,0.53,0.53,0.16,orange
6.91,0.48,0.46,0.12,orange
6.15,0.46,0.47,0.22,orange
6.05,0.57,0.45,0.28,orange
7.49,0.43,0.42,0.36,orange
6.28,0.4,0.42,0.31,orange
6.58,0.49,0.56,0.26,orange
7.35,0.6,0.53,0.34,orange
7.03,0.41,0.51,0.34,orange
6.83,0.41,0.57,0.17,orange
7.14,0.52,0.6,0.22,orange
6.79,0.46,0.52,0.37,orange
6.77,0.5,0.49,0.38,orange
6.25,0.42,0.5,0.19,orange
7.33,0.48,0.47,0.22,orange
7.43,0.53,0.54,0.25,orange
6.49,0.52,0.59,0.17,orange
6.19,0.56,0.45,0.33,orange
6.05,0.49,0.51,0.28,orange
6.04,0.52,0.52,0.14,orange
7.01,0.5,0.57,0.22,orange
7.36,0.58,0.49,0.21,orange
6.08,0.52,0.48,0.33,orange
6.68,0.56,0.59,0.35,orange
6.5,0.43,0.47,0.29,orange
7.13,0.47,0.55,0.32,orange
6.79,0.54,0.55,0.16,orange
6.41,0.59,0.57,0.34,orange
6.38,0.47,0.42,0.33,orange
7.24,0.43,0.54,0.32,orange
7.46,0.48,0.57,0.21,orange
6.73,0.51,0.44,0.26,orange
7.44,0.49,0.53,0.33,orange
6.67,0.46,0.54,0.19,orange
6.57,0.58,0.59,0.27,orange
7.32,0.56,0.52,0.23,orange
6.14,0.59,0.49,0.32,orange
7.08,0.56,0.58,0.28,orange
6.88,0.53,0.46,0.28,orange
6.28,0.4,0.41,0.24,orange
6.06,0.46,0.45,0.19,orange
6.37,0.52,0.5,0.15,orange
6.73,0.57,0.53,0.21,orange
6.45,0.44,0.49,0.12,orange
7.46,0.51,0.41,0.35,orange
6.64,0.56,0.43,0.14,orange
7.17,0.5,0.41,0.24,orange
7.5,0.59,0.5,0.23,orange
6.44,0.53,0.43,0.34,orange
6.13,0.45,0.47,0.28,orange
6.57,0.48,0.52,0.36,orange
6.02,0.55,0.46,0.37,orange
6.12,0.58,0.4,0.37,orange
6.03,0.51,0.56,0.37,orange
6.46,0.53,0.5,0.16,orange
7.16,0.4,0.56,0.34,orange
6.98,0.44,0.53,0.28,orange
7.39,0.44,0.44,0.3,orange
6.25,0.59,0.42,0.15,orange
7.32,0.59,0.44,0.31,orange
6.48,0.46,0.47,0.18,orange
6.25,0.53,0.41,0.32,orange
7.34,0.57,0.43,0.32,orange
7.47,0.47,0.44,0.16,orange
6.99,0.43,0.49,0.28,orange
6.77,0.51,0.56,0.38,orange
6.64,0.44,0.47,0.13,orange
6.08,0.44,0.4,0.24,orange
7.2,0.48,0.48,0.12,orange
6.92,0.59,0.6,0.33,orange
6.94,0.57,0.43,0.18,orange
6.74,0.56,0.54,0.31,orange
6.8,0.54,0.59,0.19,orange
6.75,0.48,0.43,0.16,orange
6.46,0.48,0.57,0.13,orange
7.4,0.41,0.42,0.15,orange
6.09,0.4,0.47,0.18,orange
6.43,0.48,0.41,0.19,orange
7.13,0.53,0.43,0.29,orange
7.15,0.51,0.55,0.31,orange
6.1,0.52,0.44,0.36,orange
6.5,0.42,0.43,0.12,orange
6.33,0.53,0.41,0.33,orange
6.8,0.58,0.5,0.35,orange
7.2,0.47,0.52,0.37,orange
6.87,0.4,0.42,0.32,orange
6.09,0.41,0.58,0.23,orange
6.3,0.55,0.56,0.2,orange
6.44,0.48,0.59,0.38,orange
6.26,0.53,0.42,0.38,orange
6.07,0.57,0.53,0.21,orange
6.21,0.52,0.47,0.16,orange
7.05,0.48,0.59,0.15,orange
6.53,0.57,0.53,0.28,orange
6.49,0.42,0.53,0.14,orange
6.28,0.42,0.5,0.34,orange
6.57,0.57,0.42,0.35,orange
7.45,0.59,0.5,0.18,orange
6.87,0.6,0.5,0.35,orange
6.85,0.49,0.52,0.37,orange
6.51,0.45,0.55,0.36,orange
6.32,0.42,0.49,0.24,orange
6.48,0.41,0.51,0.22,orange
7.04,0.42,0.6,0.24,orange
7.04,0.44,0.48,0.13,orange
6.67,0.53,0.41,0.22,orange
6.65,0.53,0.52,0.26,orange
7.03,0.51,0.6,0.27,orange
6.43,0.52,0.55,0.17,orange
6.35,0.58,0.55,0.35,orange
7.28,0.45,0.48,0.13,orange
6.04,0.52,0.47,0.31,orange
7.19,0.47,0.56,0.18,orange
6.13,0.59,0.45,0.35,orange
6.26,0.46,0.41,0.28,orange
6.54,0.44,0.46,0.13,orange
6.47,0.58,0.59,0.22,orange
7.15,0.57,0.55,0.29,orange
7.21,0.41,0.46,0.15,orange
7.44,0.57,0.42,0.17,orange
6.35,0.46,0.47,0.36,orange
7.0,0.52,0.47,0.21,orange
7.27,0.54,0.44,0.28,orange
7.18,0.57,0.56,0.3,orange
6.78,0.47,0.49,0.33,orange
7.1,0.6,0.48,0.25,orange
6.93,0.56,0.52,0.14,orange
7.2,0.51,0.45,0.29,orange
6.2,0.44,0.59,0.25,orange
6.87,0.52,0.57,0.39,orange
7.22,0.44,0.43,0.17,orange
6.9,0.54,0.56,0.37,orange
6.21,0.47,0.51,0.3,orange
6.02,0.54,0.47,0.25,orange
6.41,0.53,0.6,0.27,orange
7.4,0.52,0.52,0.37,orange
6.44,0.59,0.57,0.24,orange
6.81,0.53,0.57,0.39,orange
6.63,0.58,0.44,0.25,orange
7.41,0.55,0.54,0.25,orange
7.3,0.4,0.51,0.2,orange
7.34,0.45,0.41,0.38,orange
6.3,0.45,0.47,0.23,orange
6.0,0.56,0.56,0.2,orange
6.12,0.52,0.58,0.24,orange
7.25,0.59,0.49,0.26,orange
6.45,0.42,0.5,0.3,orange
6.13,0.52,0.5,0.29,orange
6.32,0.46,0.51,0.13,orange
7.23,0.48,0.58,0.32,orange
6.07,0.51,0.56,0.39,orange
6.38,0.42,0.46,0.13,orange
6.58,0.56,0.54,0.3,orange
6.18,0.56,0.48,0.17,orange
6.13,0.4,0.48,0.16,orange
6.04,0.47,0.44,0.2,orange
6.31,0.43,0.55,0.28,orange
6.21,0.41,0.49,0.12,orange
6.02,0.48,0.47,0.21,orange
7.3,0.59,0.48,0.31,orange
5.35,0.76,0.43,0.06,blackberry
5.04,0.86,0.48,0.0,blackberry
5.33,0.86,0.58,0.06,blackberry
5.82,0.86,0.44,0.04,blackberry
5.43,0.83,0.6,0.05,blackberry
5.06,0.85,0.55,0.01,blackberry
5.57,0.83,0.56,0.03,blackberry
5.37,0.87,0.44,0.04,blackberry
5.52,0.82,0.48,0.03,blackberry
5.22,0.83,0.48,0.05,blackberry
5.82,0.88,0.53,0.04,blackberry
5.19,0.85,0.41,0.04,blackberry
5.1,0.79,0.54,0.0,blackberry
5.47,0.8,0.45,0.06,blackberry
5.34,0.78,0.47,0.0,blackberry
5.2,0.84,0.51,0.08,blackberry
5.42,0.82,0.42,0.0,blackberry
5.27,0.88,0.45,0.08,blackberry
